symbol	gene_group	gene_group_id
AGAP2	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	395|403|1291
AGAP2-AS1	Antisense RNAs	1987
AGAP3	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	395|403|1291
AGAP4	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	395|403|1291
AGAP5	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	395|403|1291
AGAP6	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	395|403|1291
AGAP7P	ArfGAPs|Ankyrin repeat domain containing	395|403
AGAP9	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	395|403|1291
AGAP10P	ArfGAPs	395
AGAP11	ArfGAPs|Ankyrin repeat domain containing|BAR-PH domain containing	395|403|1291
AGAP12P	ArfGAPs	395
AGAP13P	ArfGAPs	395
AGAP14P	ArfGAPs	395
AGBL1	M14 carboxypeptidases|Armadillo like helical domain containing	1321|1492
AGBL1-AS1	Antisense RNAs	1987
AGBL2	M14 carboxypeptidases	1321
AGBL3	M14 carboxypeptidases	1321
AGBL4	M14 carboxypeptidases	1321
AGBL4-AS1	Antisense RNAs	1987
AGBL4-IT1	Intronic transcripts	1989
AGBL5	M14 carboxypeptidases	1321
AGBL5-AS1	Antisense RNAs	1987
AGBL5-IT1	Intronic transcripts	1989
AGER	C2-set domain containing|Scavenger receptors	592|1253
AGFG1	ArfGAPs|MicroRNA protein coding host genes	395|1691
AGFG2	ArfGAPs	395
AGGF1	G-patch domain containing	579
AGGF1P1		
AGGF1P2		
AGGF1P3		
AGGF1P4		
AGGF1P5		
AGGF1P6		
AGGF1P7		
AGGF1P8		
AGGF1P9		
AGGF1P10		
AGK		
AGK-DT	Divergent transcripts	1990
AGKP1		
AGKP2		
AGL	Glycoside hydrolase family	1650
AGMAT		
AGMO	Fatty acid hydroxylase domain containing	552
AGO1	RISC loading complex subunits|Argonaute RISC component family	1776|2037
AGO2	Endoribonucleases|RISC loading complex subunits|Argonaute RISC component family	1687|1776|2037
AGO3	RISC loading complex subunits|Argonaute RISC component family	1776|2037
AGO4	RISC loading complex subunits|Argonaute RISC component family	1776|2037
AGPAT1	1-acylglycerol-3-phosphate O-acyltransferases|MicroRNA protein coding host genes|Lysophospholipid acyltransferases	46|1691|2147
AGPAT2	1-acylglycerol-3-phosphate O-acyltransferases|Lysophospholipid acyltransferases	46|2147
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferases|Lysophospholipid acyltransferases	46|2147
AGPAT4	1-acylglycerol-3-phosphate O-acyltransferases|Lysophospholipid acyltransferases	46|2147
AGPAT4-IT1	Intronic transcripts	1989
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferases|MicroRNA protein coding host genes|Lysophospholipid acyltransferases	46|1691|2147
AGPAT5P1		
AGPS	Flavoproteins	2258
AGPS-DT	Divergent transcripts	1990
AGR2	Protein disulfide isomerases	692
AGR3	Protein disulfide isomerases	692
AGRN	Proteoglycans	570
AGRP	Neuropeptides	1902
AGT	Serpin peptidase inhibitors|Neuropeptides	739|1902
AGTPBP1	M14 carboxypeptidases|Armadillo like helical domain containing	1321|1492
AGTR1	Angiotensin receptors	221
AGTR2	Angiotensin receptors	221
AGTRAP		
AGXT	Transaminases	3517
AGXT2	Transaminases	3517
AGXT2-AS1	Antisense RNAs	1987
AHCTF1	Nucleoporins	1051
AHCTF1P1		
AHCY		
AHCYL1	Protein phosphatase 1 regulatory subunits	694
AHCYL2		
AHCYP1		
AHCYP2		
AHCYP3		
AHCYP4		
AHCYP5		
AHCYP6		
AHCYP7		
AHCYP8		
AHDC1		
AHI1	WD repeat domain containing	362
AHI1-DT	Divergent transcripts	1990
AHNAK	PDZ domain containing	1220
AHNAK2	PDZ domain containing	1220
AHR	Basic helix-loop-helix proteins|PAS domain containing	420|2127
AHRR	Basic helix-loop-helix proteins|PAS domain containing	420|2127
AHSA1		
AHSA2P	Unitary pseudogenes	3418
AHSG	Cystatins, type 4	968
AHSP		
AICDA	Apolipoprotein B mRNA editing enzyme catalytic subunits	406
AIDA	C2 domain containing	823
AIDAP1		
AIDAP2		
AIDAP3		
AIF1	EF-hand domain containing	863
AIF1L	EF-hand domain containing	863
AIFM1	Flavoproteins	2258
AIFM1P1		
AIFM2	Flavoproteins	2258
AIFM3		
AIG1		
AIG1P1		
AIM2	Pyrin domain containing|Pyrin and HIN domain family	994|995
AIMP1	Aminoacyl tRNA synthetase complex interacting multifunctional proteins	2116
AIMP1P1		
AIMP1P2		
AIMP2	Small nucleolar RNA protein coding host genes|Aminoacyl tRNA synthetase complex interacting multifunctional proteins	1835|2116
AIP	FKBP prolyl isomerase family|MicroRNA protein coding host genes	910|1691
AIPL1	FKBP prolyl isomerase family	910
AIRE	PHD finger proteins|SAND domain containing	88|3515
AIRIM		
AIRN	Long non-coding RNAs with non-systematic symbols	1992
AJAP1		
AJM1		
AJUBA	Ajuba family	1403
AJUBA-DT	Divergent transcripts	1990
AK1	Adenylate kinases|MicroRNA protein coding host genes	356|1691
AK2	Adenylate kinases	356
AK2-AS1	Antisense RNAs	1987
AK2P1		
AK2P2		
AK3	Adenylate kinases	356
AK3P2		
AK3P3		
AK3P4		
AK3P5		
AK3P6		
AK3P7		
AK4	Adenylate kinases	356
AK4P1		
AK4P2		
AK4P3		
AK4P4		
AK4P5		
AK4P6		
AK5	Adenylate kinases	356
AK5-AS1	Antisense RNAs	1987
AK6	Adenylate kinases|Ribosome biogenesis factors	356|1729
AK6P1		
AK6P2		
AK7	Adenylate kinases|Cilia and flagella associated	356|1491
AK8	Adenylate kinases	356
AK9	Adenylate kinases	356
AKAIN1		
AKAIN1-AS1	Antisense RNAs	1987
AKAP1	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits|Tudor domain containing	396|694|780
AKAP1-DT	Divergent transcripts	1990
AKAP2	A-kinase anchoring proteins	396
AKAP3	A-kinase anchoring proteins	396
AKAP4	A-kinase anchoring proteins	396
AKAP5	A-kinase anchoring proteins	396
AKAP6	A-kinase anchoring proteins|Spectrin repeat containing	396|3626
AKAP7	A-kinase anchoring proteins	396
AKAP8	A-kinase anchoring proteins	396
AKAP8L		
AKAP8P1		
AKAP9	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits	396|694
AKAP10	A-kinase anchoring proteins	396
AKAP11	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits	396|694
AKAP12	A-kinase anchoring proteins	396
AKAP13	A-kinase anchoring proteins|Pleckstrin homology domain containing|Dbl family Rho GEFs|Minor histocompatibility antigens|MicroRNA protein coding host genes	396|682|722|870|1691
AKAP13-AS1	Antisense RNAs	1987
AKAP14	A-kinase anchoring proteins	396
AKAP17A	A-kinase anchoring proteins|Pseudoautosomal region 1	396|715
AKAP17BP	A-kinase anchoring proteins|Unitary pseudogenes	396|3418
AKAP19	A-kinase anchoring proteins	396
AKIP1		
AKIRIN1	Akirin family	3789
AKIRIN1P1		
AKIRIN1P2		
AKIRIN2	Akirin family	3789
AKIRIN2P1		
AKNA		
AKNAD1		
AKR1A1	Aldo-keto reductases	399
AKR1B1	Aldo-keto reductases	399
AKR1B1P1		
AKR1B1P2		
AKR1B1P3		
AKR1B1P4		
AKR1B1P5		
AKR1B1P6		
AKR1B1P7		
AKR1B1P8		
AKR1B10	Aldo-keto reductases	399
AKR1B10P1		
AKR1B10P2		
AKR1B15	Aldo-keto reductases	399
AKR1C1	Aldo-keto reductases	399
AKR1C2	Aldo-keto reductases	399
AKR1C3	Aldo-keto reductases	399
AKR1C4	Aldo-keto reductases	399
AKR1C5P	Aldo-keto reductases	399
AKR1C6P	Aldo-keto reductases	399
AKR1C7P	Aldo-keto reductases	399
AKR1C8	Aldo-keto reductases	399
AKR1D1	Aldo-keto reductases	399
AKR1D1P1		
AKR1E2	Aldo-keto reductases	399
AKR7A2	Aldo-keto reductases	399
AKR7A2P1		
AKR7A2P2		
AKR7A3	Aldo-keto reductases	399
AKR7L		
AKT1	Pleckstrin homology domain containing|AKT kinase family	682|1900
AKT1S1	MTOR complex 1	1332
AKT2	Pleckstrin homology domain containing|MicroRNA protein coding host genes|AKT kinase family	682|1691|1900
AKT3	Pleckstrin homology domain containing|AKT kinase family	682|1900
AKT3-IT1	Intronic transcripts	1989
AKTIP	Ubiquitin conjugating enzymes E2|FHF complex	102|2012
AKTIPP1		
AKTIPP2		
AKTIPP3		
ALAD	Carbon-oxygen lyases	3925
ALAS1		
ALAS2		
ALB	Albuminoid family	1620
ALCAM	CD molecules|V-set domain containing|C2-set domain containing|Ig-like cell adhesion molecule family	471|590|592|1410
ALDH1A1	Aldehyde dehydrogenases	398
ALDH1A2	Aldehyde dehydrogenases	398
ALDH1A2-AS1	Antisense RNAs	1987
ALDH1A3	Aldehyde dehydrogenases	398
ALDH1A3-AS1	Antisense RNAs	1987
ALDH1B1	Aldehyde dehydrogenases	398
ALDH1L1	Aldehyde dehydrogenases	398
ALDH1L1-AS1	Antisense RNAs	1987
ALDH1L1-AS2	Antisense RNAs	1987
ALDH1L2	Aldehyde dehydrogenases	398
ALDH2	Aldehyde dehydrogenases|MicroRNA protein coding host genes	398|1691
ALDH3A1	Aldehyde dehydrogenases	398
ALDH3A2	Aldehyde dehydrogenases	398
ALDH3B1	Aldehyde dehydrogenases	398
ALDH3B2	Aldehyde dehydrogenases	398
ALDH4A1	Aldehyde dehydrogenases|MicroRNA protein coding host genes	398|1691
ALDH5A1	Aldehyde dehydrogenases	398
ALDH6A1	Aldehyde dehydrogenases	398
ALDH7A1	Aldehyde dehydrogenases	398
ALDH7A1P1		
ALDH7A1P2		
ALDH7A1P3		
ALDH7A1P4		
ALDH8A1	Aldehyde dehydrogenases	398
ALDH9A1	Aldehyde dehydrogenases	398
ALDH16A1	Aldehyde dehydrogenases	398
ALDH18A1	Aldehyde dehydrogenases	398
ALDOA	Aldolases	1903
ALDOAP1		
ALDOAP2		
ALDOB	Aldolases	1903
ALDOC	Endoribonucleases|Aldolases	1687|1903
ALDOC-AS1	Antisense RNAs	1987
ALG1	Glycosyl transferases group 1 domain containing	427
ALG1L1P		
ALG1L2	Glycosyl transferases group 1 domain containing	427
ALG1L3P		
ALG1L5P		
ALG1L6P		
ALG1L7P		
ALG1L8P		
ALG1L9P		
ALG1L10P		
ALG1L11P		
ALG1L12P		
ALG1L13P		
ALG1L14P		
ALG1L15P		
ALG2	Glycosyl transferases group 1 domain containing	427
ALG3	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	430
ALG3P1		
ALG5	Glycosyltransferase family 2	428
ALG6	Alpha-1,3-glucosyltransferases	447
ALG8	Alpha-1,3-glucosyltransferases	447
ALG9	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	430
ALG9-IT1	Intronic transcripts	1989
ALG10	Alpha-1,2-glucosyltransferases	448
ALG10B	Alpha-1,2-glucosyltransferases	448
ALG11	Glycosyl transferases group 1 domain containing	427
ALG12	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	430
ALG13	UDP-N-acetylglucosaminyltransferase subunits|OTU domain containing|Tudor domain containing	449|669|780
ALG13-AS1	Antisense RNAs	1987
ALG14	UDP-N-acetylglucosaminyltransferase subunits	449
ALK	CD molecules|ALK and LTK receptor tyrosine kinase family	471|3866
ALKAL1	ALK and LTK ligand family	3930
ALKAL2	ALK and LTK ligand family	3930
ALKBH1	Alkylation repair homologs|DNA-(apurinic or apyrimidinic site) lyases	401|3928
ALKBH2	Alkylation repair homologs	401
ALKBH3	Alkylation repair homologs	401
ALKBH3-AS1	Antisense RNAs	1987
ALKBH4	Alkylation repair homologs|Lysine demethylases	401|485
ALKBH5	Alkylation repair homologs	401
ALKBH6	Alkylation repair homologs	401
ALKBH7	Alkylation repair homologs	401
ALKBH8	Alkylation repair homologs|RNA binding motif containing|7BS DNA/RNA methyltransferases|DNA/RNA methyltransferases	401|725|2059|3371
ALLC		
ALMS1		
ALMS1-IT1	Intronic transcripts	1989
ALMS1P1		
ALOX5	Arachidonate lipoxygenases	407
ALOX5AP		
ALOX12	Arachidonate lipoxygenases	407
ALOX12B	Arachidonate lipoxygenases	407
ALOX12P1		
ALOX12P2		
ALOX15	Arachidonate lipoxygenases	407
ALOX15B	Arachidonate lipoxygenases	407
ERVK13-1		
ERVMER34-1	Envelope ERV derived genes	1412
ERVMER61-1		
ERVPABLB-1	Envelope ERV derived genes	1412
ERVS71-1	Envelope ERV derived genes	1412
ERVS71-2		
ERVV-1	Envelope ERV derived genes	1412
ERVV-2	Envelope ERV derived genes	1412
ERVW-1	Envelope ERV derived genes	1412
ERVW-2		
ERVW-3		
ERVW-4		
ERVW-5		
ERVW-6		
ERVW-7		
ERVW-8		
ERVW-9		
ERVW-10		
ERVW-11		
ERVW-12		
ERVW-13		
ERVW-14		
ERVW-15		
ERVW-16		
ERVW-17		
ERVW-18		
ERVW-19		
ERVW-20		
ERVW-21		
ERVW-22		
ERVW-23		
ERVW-24		
ERVW-25		
ERVW-26		
ERVW-27		
ERVW-28		
ERVW-29		
ESA4		
ESAM	V-set domain containing|IgCAM CXADR-related subfamily	590|1414
ESAM-AS1	Antisense RNAs	1987
ESAT		
ESB3		
ESCO1	Lysine acetyltransferases	486
ESCO2	Lysine acetyltransferases	486
ESD		
ESDP1		
ESF1	SSU processome	1484
ESM1		
ESPL1		
ESPN	Ankyrin repeat domain containing	403
ESPNL	Ankyrin repeat domain containing	403
ESPNP		
ESR1	Estrogen receptors	2077
ESR2	Estrogen receptors	2077
ESRG	Long non-coding RNAs with non-systematic symbols	1992
ESRP1	RNA binding motif containing|Epithelial splicing regulatory protein family	725|3817
ESRP2	RNA binding motif containing|MicroRNA protein coding host genes|Epithelial splicing regulatory protein family	725|1691|3817
ESRRA	Estrogen related receptors	2078
ESRRAP1		
ESRRAP2		
ESRRB	Estrogen related receptors	2078
ESRRG	Estrogen related receptors	2078
ESS2	Spliceosomal P complex	1516
ESX1	PRD class homeoboxes and pseudogenes	521
ESYT1	Extended synaptotagmins	827
ESYT2	Extended synaptotagmins	827
ESYT3	Extended synaptotagmins	827
ETAA1		
ETDA		
ETDB		
ETDC		
ETF1	SURF complex	1963
ETF1P1		
ETF1P2		
ETF1P3		
ETFA	Flavoproteins	2258
ETFB	Flavoproteins	2258
ETFBKMT	7BS protein lysine methyltransferases|Non-histone lysine methyltransferases	2056|3410
ETFDH	Flavoproteins	2258
ETFRF1	LYR motif containing	635
ETFRF1P1		
ETHE1	MBL domain containing glyoxalase 2 subfamily|Oxygenases	1614|3876
ETNK1	Ethanolamine kinase family	3532
ETNK1-DT	Divergent transcripts	1990
ETNK2	Ethanolamine kinase family	3532
ETNPPL	Carbon-oxygen lyases	3925
ETS1	ETS transcription factor family	534
ETS1-AS1	Antisense RNAs	1987
ETS2	ETS transcription factor family	534
ETS2-AS1	Antisense RNAs	1987
ETS2P1		
ETV1	ETS transcription factor family	534
ETV2	ETS transcription factor family	534
ETV3	ETS transcription factor family	534
ETV3L	ETS transcription factor family	534
ETV4	ETS transcription factor family	534
ETV5	ETS transcription factor family	534
ETV5-AS1	Antisense RNAs	1987
ETV6	ETS transcription factor family	534
ETV7	ETS transcription factor family	534
ETV7-AS1	Antisense RNAs	1987
EUDAL	Long non-coding RNAs with non-systematic symbols	1992
EVA1A		
EVA1A-AS	Antisense RNAs	1987
EVA1B		
EVA1C		
EVA1CP1		
EVA1CP2		
EVA1CP3		
EVA1CP4		
EVA1CP5		
EVA1CP6		
EVC		
EVC2		
EVI2A		
EVI2B	CD molecules	471
EVI5		
EVI5L		
EVL	ENAH/VASPs|MicroRNA protein coding host genes	946|1691
EVL-AS1	Antisense RNAs	1987
EVPL	Plakins|Spectrin repeat containing	939|3626
EVPLL	Plakins|Spectrin repeat containing	939|3626
EVX1	HOXL subclass homeoboxes	518
EVX1-AS	Antisense RNAs	1987
EVX2	HOXL subclass homeoboxes	518
EWSAT1	Long non-coding RNAs with non-systematic symbols	1992
EWSR1	Zinc fingers RANBP2-type|RNA binding motif containing|FET protein family	89|725|3416
EWSR1P1		
EWSR1P2		
EXD1		
EXD2		
EXD3		
EXO1	Exonucleases|Rad2/XPG endonuclease family	544|3423
EXO5	Exonucleases	544
EXO5-DT	Divergent transcripts	1990
EXOC1	Exocyst complex	1055
EXOC1-AS1	Antisense RNAs	1987
EXOC1L		
EXOC1L-AS1	Antisense RNAs	1987
EXOC2	Exocyst complex|IPT domain containing	1055|1752
EXOC3	Exocyst complex	1055
EXOC3-AS1	Antisense RNAs	1987
EXOC3L1		
EXOC3L2	Armadillo like helical domain containing	1492
EXOC3L4		
EXOC4	Exocyst complex|MicroRNA protein coding host genes	1055|1691
EXOC5	Exocyst complex	1055
EXOC5P1		
EXOC6	Exocyst complex	1055
EXOC6B	Exocyst complex	1055
EXOC7	Exocyst complex|MicroRNA protein coding host genes	1055|1691
EXOC7P1		
EXOC8	Pleckstrin homology domain containing|Exocyst complex	682|1055
EXOG		
EXOGP1		
EXOSC1	Exosome complex	817
EXOSC2	Exosome complex	817
EXOSC3	Exosome complex	817
EXOSC3P1		
EXOSC3P2		
EXOSC4	Exosome complex|MicroRNA protein coding host genes	817|1691
EXOSC5	Exosome complex	817
EXOSC6	Exosome complex	817
EXOSC7	Exosome complex	817
EXOSC8	Exosome complex	817
EXOSC8P1		
EXOSC9	Exosome complex	817
EXOSC10	Exosome complex	817
EXOSC10-AS1	Antisense RNAs	1987
EXPH5		
EXT1	Exostosin glycosyltransferase family	431
EXT2	Exostosin glycosyltransferase family	431
EXTL1	Exostosin glycosyltransferase family	431
EXTL2	Exostosin glycosyltransferase family	431
EXTL2P1		
EXTL3	Exostosin glycosyltransferase family	431
EXTL3-AS1	Antisense RNAs	1987
EYA1	EYA transcriptional coactivator and phosphatases	1044
EYA2	EYA transcriptional coactivator and phosphatases|MicroRNA protein coding host genes	1044|1691
EYA2-AS1	Antisense RNAs	1987
EYA3	EYA transcriptional coactivator and phosphatases	1044
EYA4	EYA transcriptional coactivator and phosphatases	1044
EYA4-AS2	Antisense RNAs	1987
EYS		
EZH1	Histone lysine methyltransferases|Myb/SANT domain containing|Polycomb repressive complex 2|SET domain containing|MicroRNA protein coding host genes	487|532|1347|1399|1691
EZH2	Histone lysine methyltransferases|Myb/SANT domain containing|Polycomb repressive complex 2|SET domain containing	487|532|1347|1399
EZH2P1		
EZHIP		
EZR	A-kinase anchoring proteins|FERM domain containing	396|1293
EZR-AS1	Antisense RNAs	1987
EZRP1		
F2	Receptor ligands|Serine proteases|Gla domain containing|Complement system regulators and receptors|Kringle domain containing|Coagulation factors	542|738|1250|1639|3654|3806
F2R	F2R receptors	219
F2R-AS1	Antisense RNAs	1987
F2RL1	F2R receptors	219
F2RL2	F2R receptors	219
F2RL3	F2R receptors	219
F3	CD molecules|Coagulation factors	471|3806
F5	Multicopper oxidase family|Coagulation factors	3428|3806
F7	Serine proteases|Gla domain containing|Coagulation factors	738|1250|3806
F8	Multicopper oxidase family|Coagulation factors	3428|3806
F8A1	Proteins encoded by multiple genes	2293
F8A2	Proteins encoded by multiple genes	2293
F8A3	Proteins encoded by multiple genes	2293
F9	Serine proteases|Gla domain containing|Coagulation factors	738|1250|3806
F10	Serine proteases|Gla domain containing|Coagulation factors	738|1250|3806
F10-AS1	Antisense RNAs	1987
F10-AS2	Antisense RNAs	1987
F11	Serine proteases|Coagulation factors	738|3806
F11-AS1	Antisense RNAs	1987
F11R	CD molecules|V-set domain containing|Ig-like cell adhesion molecule family	471|590|1410
F12	Serine proteases|Kringle domain containing|Coagulation factors	738|3654|3806
F13A1	Transglutaminases|MicroRNA protein coding host genes|Coagulation factors	773|1691|3806
F13B	Sushi domain containing|Coagulation factors	1179|3806
FA2H	Fatty acid hydroxylase domain containing	552
FAAH	N-arachidonoylethanolamine hydrolases	3504
FAAH2	N-arachidonoylethanolamine hydrolases	3504
FAAHP1		
FAAP20	Zinc fingers UBZ2 CCHC-type	3393
FAAP24		
FAAP100	FA core complex	1751
FABP1	Fatty acid binding protein family	550
FABP2	Fatty acid binding protein family	550
FABP3	Fatty acid binding protein family	550
FABP3P2		
FABP4	Fatty acid binding protein family	550
FABP5	Fatty acid binding protein family	550
FABP5P1		
FABP5P2		
FABP5P3		
FABP5P4		
FABP5P5		
FABP5P6		
FABP5P7		
FABP5P8		
FABP5P9		
FABP5P10		
FABP5P11		
FABP5P12		
FABP5P13	Pseudoautosomal region 1	715
FABP5P14		
FABP5P15		
FABP6	Fatty acid binding protein family	550
FABP6-AS1	Antisense RNAs	1987
FABP7	Fatty acid binding protein family	550
FABP7P1		
FABP7P2		
FABP9	Fatty acid binding protein family	550
FABP12	Fatty acid binding protein family	550
FABP12P1		
FADD	Death effector domain containing|Ripoptosome|Death inducing signaling complex	1019|1340|1342
FADS1	Fatty acid desaturases|MicroRNA protein coding host genes	553|1691
FADS2	Fatty acid desaturases	553
FADS2B	Unitary pseudogenes	3418
FADS3	Fatty acid desaturases	553
FADS6	Fatty acid desaturases	553
FAF1	UBX domain containing	364
FAF1-AS1	Antisense RNAs	1987
FAF2	UBX domain containing	364
FAF2P1		
FAH		
FAHD1	Decarboxylases	3807
FAHD2A		
FAHD2B		
FAHD2CP		
FAHD2P1		
FAIM		
FAIM2	Transmembrane BAX inhibitor motif containing	1215
FALEC	Long non-coding RNAs with non-systematic symbols	1992
FAM3A		
FAM3B		
FAM3C		
FAM3C2P		
FAM3D		
FAM3D-AS1	Antisense RNAs	1987
FAM8A1		
FAM8A2P		
FAM8A3P		
FAM8A4P		
FAM8A5P		
FAM8A6P		
FAM8A7P		
FAM8A9P		
FAM8A10P		
FAM9A		
FAM9B		
FAM9C		
FAM9CP1		
FAM13A	Rho GTPase activating proteins	721
FAM13A-AS1	Antisense RNAs	1987
FAM13B	Rho GTPase activating proteins	721
FAM13B-AS1	Antisense RNAs	1987
FAM13C		
FAM20A	Golgi associated kinase family	1637
FAM20B	Golgi associated kinase family	1637
FAM20BP1		
FAM20C	Golgi associated kinase family	1637
FAM24A		
FAM24B		
FAM25A		
FAM25BP		
FAM25C		
FAM25EP		
FAM25G		
FAM27B	Long non-coding RNAs with FAM root symbol	1993
FAM27C	Long non-coding RNAs with FAM root symbol	1993
FAM27D1	Long non-coding RNAs with FAM root symbol	1993
FAM27E2	Long non-coding RNAs with FAM root symbol	1993
FAM27E3	Long non-coding RNAs with FAM root symbol	1993
FAM27E4	Long non-coding RNAs with FAM root symbol	1993
FAM27E5	Long non-coding RNAs with FAM root symbol	1993
FAM30A	Long non-coding RNAs with FAM root symbol	1993
FAM30B	Long non-coding RNAs with FAM root symbol	1993
FAM30C	Long non-coding RNAs with FAM root symbol	1993
FAM32A	Spliceosomal C complex|Spliceosomal P complex	1510|1516
FAM32BP		
FAM32CP		
FAM32DP		
FAM32EP		
FAM41AY1	Long non-coding RNAs with FAM root symbol	1993
FAM41AY2	Long non-coding RNAs with FAM root symbol	1993
FAM41C	Long non-coding RNAs with FAM root symbol	1993
FAM43A		
FAM43B		
FAM47A		
FAM47B		
FAM47C		
FAM47DP		
FAM47E		
FAM47E-STBD1		
FAM50A	Spliceosomal C complex|Spliceosomal P complex|MicroRNA protein coding host genes	1510|1516|1691
FAM50B		
FAM53A		
FAM53B		
FAM53B-AS1	Antisense RNAs	1987
FAM53C		
FAM66A	Long non-coding RNAs with FAM root symbol	1993
FAM66B	Long non-coding RNAs with FAM root symbol	1993
FAM66C	Long non-coding RNAs with FAM root symbol	1993
FAM66D	Long non-coding RNAs with FAM root symbol	1993
FAM66E	Long non-coding RNAs with FAM root symbol	1993
FAM74A1	Long non-coding RNAs with FAM root symbol	1993
